8014,3,Large cell carcinoma with rhabdoid phenotype,preferred
8014,3,"Carcinoma, large cell, with rhabdoid phenotype",alternate
8014,3,"Phenotype, large cell carcinoma with rhabdoid",alternate
8014,3,"Rhabdoid phenotype, large cell carcinoma with",alternate
8015,3,Glassy cell carcinoma,preferred
8015,3,"Carcinoma, glassy cell",alternate
8020,3,"Carcinoma, undifferentiated, NOS",preferred
8020,3,Anaplastic undifferentiated carcinoma (C73.9) [2021+],alternate
8020,3,"Carcinoma, anaplastic undifferentiated (C73.9) [2021+]",alternate
8020,3,"Carcinoma, dedifferentiated [2021+]",alternate
8020,3,"Carcinoma, poorly differentiated, NOS [2021+]",alternate
8020,3,Dedifferentiated carcinoma [2021+],alternate
8020,3,"Carcinoma, poorly differentiated urothelial [2024+]",alternate
8020,3,"Poorly differentiated carcinoma, NOS [2021+]",alternate
8020,3,"Carcinoma, urothelial, poorly differentiated [2024+]",alternate
8020,3,"Undifferentiated carcinoma, NOS",alternate
8020,3,Poorly differentiated urothelial carcinoma [2024+],alternate
8020,3,"Urothelial carcinoma, poorly differentiated [2024+]",alternate
8021,3,"Carcinoma, anaplastic, NOS",preferred
8021,3,"Anaplastic carcinoma, NOS",alternate
8022,2,Pleomorphic carcinoma in situ,preferred
8022,3,Pleomorphic carcinoma,preferred
8022,3,"Carcinoma, pleomorphic",alternate
8023,3,"NUT carcinoma (C30.0, C31.9, C34._)",preferred
8023,3,"Carcinoma, midline, of children and young adults with NUT rearrangement (C30.0, C31.9, C34._) [2018+]",alternate
8023,3,"Carcinoma, NUT (C30.0, C31.9, C34._) [2018+]",alternate
8023,3,"Carcinoma, NUT midline (C30.0, C31.9, C34._) [2018+]",alternate
8023,3,"Midline carcinoma of children and young adults with NUT rearrangement (C30.0, C31.9, C34._) [2018+]",alternate
8023,3,"NUT midline (C30.0, C31.9, C34._) [2018+]",alternate
8030,2,Giant cell and spindle cell carcinoma in situ,preferred
8030,3,Giant cell and spindle cell carcinoma,preferred
8030,3,"Carcinoma, spindle cell and giant cell",alternate
8030,3,Spindle cell carcinoma and giant cell carcinoma,alternate
8030,3,"Carcinoma, giant cell and spindle cell",alternate
8031,2,Giant cell carcinoma in situ,preferred
8031,3,Giant cell carcinoma,preferred
8031,3,"Carcinoma, giant cell",alternate
8032,2,Spindle cell carcinoma in situ,preferred
8032,3,"Spindle cell carcinoma, NOS",preferred
8032,3,"Carcinoma, spindle cell, NOS",alternate
8033,2,"Pseudosarcomatous carcinoma, in situ",preferred
8033,3,Pseudosarcomatous carcinoma,preferred
8033,3,"Carcinoma, pseudosarcomatous",alternate
8033,3,"Carcinoma, sarcomatoid",alternate
8033,3,Sarcomatoid carcinoma,alternate
8033,3,Carcinoma with sarcomatoid component [2022+],alternate
8033,3,"Sarcomatoid component, carcinoma with [2022+]",alternate
8034,3,Polygonal cell carcinoma,preferred
8034,3,"Carcinoma, polygonal cell",alternate
8035,3,Carcinoma with osteoclast-like giant cells,preferred
8035,3,"Giant cells, carcinoma with osteoclast-like",alternate
8035,3,"Osteoclast-like giant cells, carcinoma with",alternate
8040,0,"Tumorlet, benign",preferred
8040,1,"Tumorlet, NOS",preferred
8040,3,"Tumorlet, malignant",preferred
8041,2,"Small cell carcinoma, in situ",preferred
8041,3,"Small cell carcinoma, NOS",preferred
8041,3,"Carcinoma, small cell, pulmonary type (C56.9) [2018+]",alternate
8041,3,"High-grade neuroendocrine carcinoma (C54._, C55.9) [2018+]",alternate
8041,3,"Neuroendocrine carcinoma, high grade (C54._, C55.9) [2018+]",alternate
8041,3,"Neuroendocrine carcinoma, poorly differentiated [OF BREAST] (C50._) [2018+]",alternate
8041,3,"Neuroendocrine carcinoma, small cell",alternate
8041,3,Reserve cell carcinoma,alternate
8041,3,Round cell carcinoma,alternate
8041,3,Small cell carcinoma pulmonary type (C56.9) [2018+],alternate
8041,3,"Small cell carcinoma, neuroendocrine",alternate
8041,3,Small cell neuroendocrine carcinoma,alternate
8041,3,"Carcinoma, neuroendocrine, high grade (C54._, C55.9) [2018+]",alternate
8041,3,"Carcinoma, neuroendocrine, poorly differentiated [OF BREAST] (C50._) [2018+]",alternate
8041,3,"Carcinoma, reserve cell",alternate
8041,3,"Carcinoma, round cell",alternate
8041,3,"Carcinoma, small cell, neuroendocrine",alternate
8041,3,"Carcinoma, small cell, NOS",alternate
8042,2,Oat cell carcinoma in situ (C34._),preferred
8042,3,Oat cell carcinoma (C34._),preferred
8042,3,"Carcinoma, oat cell (C34._)",alternate
8043,3,"Small cell carcinoma, fusiform cell (C34._)",preferred
8043,3,"Carcinoma, small cell, fusiform cell",alternate
8043,3,"Fusiform cell, small cell carcinoma",alternate
8044,3,"Small cell carcinoma, intermediate cell",preferred
8044,3,"Small cell carcinoma, hypercalcemic type (C56.9) [2018+]",alternate
8044,3,"Carcinoma, small cell, large cell variant (C56.9) [2022+]",alternate
8044,3,"Large cell variant, small cell carcinoma (C56.9) [2022+]",alternate
8044,3,"Small cell carcinoma, large cell variant (C56.9) [2022+]",alternate
8044,3,"Carcinoma, small cell, hypercalcemic type (C56.9) [2018+]",alternate
8044,3,SMARCA4-deficient thoracic undifferentiated tumor (C34._) [2023+],alternate
8044,3,"Carcinoma, small cell, intermediate cell",alternate
8044,3,Thoracic SMARCA4-deficient undifferentiated tumor (C34._) [2023+],alternate
8044,3,"Intermediate cell, small cell carcinoma",alternate
8044,3,"Undifferentiated thoracic tumor, SMARCA4-deficient (C34._) [2023+]",alternate
8045,3,Combined small cell carcinoma (C34._),preferred
8045,3,"Small cell-large cell carcinoma, combined",alternate
8045,3,"Small cell-squamous cell carcinoma, combined",alternate
8045,3,"Squamous cell-small cell carcinoma, combined",alternate
8045,3,"Adenocarcinoma, combined small cell-adenocarcinoma",alternate
8045,3,"Carcinoma, combined small cell",alternate
8045,3,"Carcinoma, combined small cell-large cell",alternate
8045,3,"Carcinoma, combined small cell-squamous cell",alternate
8045,3,"Carcinoma, large cell-small cell, combined",alternate
8045,3,"Carcinoma, mixed small cell",alternate
8045,3,"Carcinoma, small cell-large cell, combined",alternate
8045,3,Combined small cell-adenocarcinoma,alternate
8045,3,Combined small cell-large cell carcinoma,alternate
8045,3,Combined small cell-squamous cell carcinoma,alternate
8045,3,"Large cell-small cell carcinoma, combined",alternate
8045,3,Mixed small cell carcinoma,alternate
8045,3,"Small cell carcinoma, combined",alternate
8045,3,"Small cell carcinoma, mixed",alternate
8045,3,"Small cell-adenocarcinoma, combined",alternate
8046,2,Non-small cell carcinoma in situ (C34._),preferred
8046,3,Non-small cell carcinoma (C34._),preferred
8046,3,"Carcinoma, non-small cell (C34._)",alternate
8050,0,"Papilloma, NOS",preferred
8050,2,Papillary carcinoma in situ,preferred
8050,2,"Carcinoma in situ, papillary",alternate
8050,2,"Carcinoma, papillary, in situ",alternate
8050,2,"In situ carcinoma, papillary",alternate
8050,2,In situ papillary carcinoma,alternate
8050,3,"Papillary carcinoma, NOS",preferred
8050,3,"Carcinoma, papillary, NOS",alternate
8051,0,Verrucous papilloma,preferred
8051,0,"Papilloma, verrucous",alternate
8051,2,Verrucous carcinoma in situ,preferred
8051,3,"Verrucous carcinoma, NOS",preferred
8051,3,"Carcinoma, condylomatous [2018+ CASES FOR C60._, USE 8054/3. ALL OTHER SITES USE 8051/3 FOR ALL YEARS]",alternate
8051,3,"Carcinoma, epidermoid, verrucous",alternate
8051,3,"Carcinoma, squamous cell, verrucous",alternate
8051,3,"Carcinoma, verrucous, epidermoid",alternate
8051,3,"Carcinoma, verrucous, NOS",alternate
8051,3,"Carcinoma, verrucous, squamous cell",alternate
8051,3,"Carcinoma, warty [2018+ CASES FOR C60._, USE 8054/3. ALL OTHER SITES USE 8051/3 FOR ALL YEARS]",alternate
8051,3,"Condylomatous carcinoma [2018+ CASES FOR C60._, USE 8054/3. ALL OTHER SITES USE 8051/3 FOR ALL YEARS]",alternate
8051,3,"Epidermoid carcinoma, verrucous",alternate
8051,3,"Squamous cell carcinoma, verrucous",alternate
8051,3,"Verrucous carcinoma, epidermoid",alternate
8051,3,"Verrucous carcinoma, NOS",alternate
8051,3,"Verrucous carcinoma, squamous cell",alternate
8051,3,Verrucous epidermoid carcinoma,alternate
8051,3,Verrucous squamous cell carcinoma,alternate
8052,0,"Squamous cell papilloma, NOS",preferred
8052,0,Keratotic papilloma,alternate
8052,0,"Papilloma, keratotic",alternate
8052,0,"Papilloma, squamous",alternate
8052,0,"Papilloma, squamous cell, NOS",alternate
8052,0,Squamous papilloma,alternate
8052,2,"Papillary squamous cell carcinoma, non-invasive",preferred
8052,2,"Carcinoma, squamous cell papillary, non-invasive",alternate
8052,2,In situ papillary squamous cell carcinoma,alternate
8052,2,"In situ squamous cell carcinoma, papillary",alternate
8052,2,"Non-invasive carcinoma, papillary squamous cell",alternate
8052,2,"Papillary carcinoma in situ, squamous cell",alternate
8052,2,"Papillary carcinoma, squamous cell, non-invasive",alternate
8052,2,Papillary squamous cell carcinoma in situ,alternate
8052,2,"Squamous cell carcinoma, papillary, in situ",alternate
8052,2,"Squamous cell carcinoma, papillary, non-invasive",alternate
8052,2,"Carcinoma, papillary squamous cell, in situ",alternate
8052,2,"Carcinoma, papillary squamous cell, non-invasive",alternate
8052,3,Papillary squamous cell carcinoma,preferred
8052,3,"Papillary carcinoma, squamous cell",alternate
8052,3,Papillary epidermoid carcinoma,alternate
8052,3,"Squamous cell carcinoma, papillary",alternate
8052,3,"Carcinoma, epidermoid, papillary",alternate
8052,3,"Carcinoma, papillary epidermoid",alternate
8052,3,"Carcinoma, papillary squamous cell",alternate
8052,3,"Carcinoma, papillary, epidermoid",alternate
8052,3,"Carcinoma, squamous cell, papillary",alternate
8052,3,"Epidermoid carcinoma, papillary",alternate
8052,3,"Papillary carcinoma, epidermoid",alternate
8053,0,"Squamous cell papilloma, inverted",preferred
8053,0,"Inverted papilloma, squamous cell",alternate
8053,0,"Papilloma, inverted squamous cell",alternate
8053,0,"Papilloma, squamous cell, inverted",alternate
8053,3,"Squamous cell papilloma, inverted, malignant",preferred
8054,3,"Warty carcinoma (C60.0-C60.2, C60.9)",preferred
8054,3,"Carcinoma, condylomatous (C60.0-C60.2, C60.9) [2018+. PRE-2018 CASES FOR C60, USE 8051/3. ALL OTHER SITES USE 8051/3 FOR ALL YEARS]",alternate
8054,3,"Carcinoma, warty (C60.0-C60.2, C60.9) [2018+. PRE-2018 CASES FOR C60, USE 8051/3. ALL OTHER SITES USE 8051/3 FOR ALL YEARS]",alternate
8054,3,"Carcinoma, warty-basaloid [2021+]",alternate
8054,3,"Condylomatous carcinoma (C60.0-C60.2, C60.9) [2018+. PRE-2018 CASES FOR C60, USE 8051/3. ALL OTHER SITES USE 8051/3 FOR ALL YEARS]",alternate
8054,3,Warty-basaloid carcinoma [2021+],alternate
8060,0,Squamous papillomatosis,preferred
8060,0,"Papillomatosis, NOS",alternate
8060,0,"Papillomatosis, squamous",alternate
8070,2,"Squamous cell carcinoma in situ, NOS",preferred
8070,2,"Carcinoma, intraepidermal, NOS",alternate
8070,2,"Carcinoma, intraepithelial, squamous cell",alternate
8070,2,"Carcinoma, squamous cell, in situ, NOS",alternate
8070,2,"Carcinoma, squamous cell, intraepithelial",alternate
8070,2,"Epidermoid carcinoma in situ, NOS",alternate
8070,2,"In situ carcinoma, epidermoid, NOS",alternate
8070,2,"In situ carcinoma, squamous cell, NOS",alternate
8070,2,"In situ epidermoid carcinoma, NOS",alternate
8070,2,"In situ squamous cell carcinoma, NOS",alternate
8070,2,"Intraepidermal carcinoma, NOS",alternate
8070,2,Intraepithelial squamous cell carcinoma,alternate
8070,2,"Squamous cell carcinoma, intraepithelial",alternate
8070,2,"Carcinoma in situ, epidermoid, NOS",alternate
8070,2,"Carcinoma in situ, squamous cell, NOS",alternate
8070,2,"Carcinoma, epidermoid, in situ, NOS",alternate
8070,3,"Squamous cell carcinoma, NOS",preferred
8070,3,"Epithelioma, squamous cell",alternate
8070,3,Squamous carcinoma,alternate
8070,3,Squamous cell epithelioma,alternate
8070,3,"Carcinoma, pure squamous, of urothelial tract [2024+]",alternate
8070,3,Pure squamous carcinoma of urothelial tract [2024+],alternate
8070,3,"Squamous carcinoma, pure, of urothelial tract [2024+]",alternate
8070,3,"Carcinoma, epidermoid, NOS",alternate
8070,3,"Carcinoma, squamous",alternate
8070,3,"Carcinoma, squamous cell, NOS",alternate
8070,3,"Epidermoid carcinoma, NOS",alternate
8070,6,"Squamous cell carcinoma, metastatic, NOS",preferred
8070,6,"Carcinoma, squamous cell, metastatic, NOS",alternate
8070,6,"Carcinoma, squamous cell, NOS, metastatic",alternate
8070,6,"Metastatic squamous cell carcinoma, NOS",alternate
8071,2,"Squamous cell carcinoma in situ, keratinizing, NOS",preferred
8071,2,Differentiated penile intraepithelial neoplasia (C60._) [2018+ CASES ONLY],alternate
8071,2,Differentiated-type vulvar intraepithelial neoplasia (C51._) [2018+ CASES ONLY],alternate
8071,2,"Intraepithelial neoplasia, penile differentiated (C60._) [2018+ CASES ONLY]",alternate
8071,2,"Intraepithelial neoplasia, vulvar differentiated-type (C51._) [2018+ CASES ONLY]",alternate
8071,3,"Squamous cell carcinoma, keratinizing, NOS",preferred
8071,3,"Keratinizing squamous cell carcinoma, large cell",alternate
8071,3,"Keratinizing squamous cell carcinoma, NOS",alternate
8071,3,Keratoacanthoma [2021+],alternate
8071,3,"Large cell carcinoma, squamous cell, keratinizing",alternate
8071,3,"Squamous cell carcinoma, large cell, keratinizing",alternate
8071,3,"Carcinoma, epidermoid, keratinizing",alternate
8071,3,"Carcinoma, large cell, squamous cell, keratinizing",alternate
8071,3,"Carcinoma, squamous cell, keratinizing, NOS",alternate
8071,3,"Carcinoma, squamous cell, large cell, keratinizing",alternate
8071,3,"Epidermoid carcinoma, keratinizing",alternate
8071,3,Keratinizing epidermoid carcinoma,alternate
8072,2,"Squamous cell carcinoma, large cell, nonkeratinizing, in situ",preferred
8072,3,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS",preferred
8072,3,"Squamous cell carcinoma, nonkeratinizing, NOS",alternate
8072,3,"Carcinoma, epidermoid, large cell, nonkeratinizing",alternate
8072,3,"Carcinoma, large cell epidermoid, nonkeratinizing",alternate
8072,3,"Carcinoma, large cell, squamous cell, nonkeratinizing, NOS",alternate
8072,3,"Carcinoma, squamous cell, large cell, nonkeratinizing, NOS",alternate
8072,3,"Carcinoma, squamous cell, nonkeratinizing, NOS",alternate
8072,3,"Epidermoid carcinoma, large cell, nonkeratinizing",alternate
8072,3,"Large cell carcinoma, epidermoid, nonkeratinizing",alternate
8072,3,"Large cell carcinoma, squamous cell, nonkeratinizing, NOS",alternate
8072,3,"Nonkeratinizing epidermoid carcinoma, large cell",alternate
8072,3,"Nonkeratinizing squamous cell carcinoma, large cell, NOS",alternate
8072,3,"Nonkeratinizing squamous cell carcinoma, NOS",alternate
8073,2,"Squamous cell carcinoma, small cell, nonkeratinizing, in situ",preferred
8073,3,"Squamous cell carcinoma, small cell, nonkeratinizing",preferred
8073,3,"Carcinoma, epidermoid, small cell, nonkeratinizing",alternate
8073,3,"Carcinoma, small cell, squamous cell, nonkeratinizing",alternate
8073,3,"Carcinoma, squamous cell, small cell, nonkeratinizing",alternate
8073,3,"Epidermoid carcinoma, small cell, nonkeratinizing",alternate
8073,3,"Nonkeratinizing epidermoid carcinoma, small cell",alternate
8073,3,"Nonkeratinizing squamous cell carcinoma, small cell",alternate
8073,3,"Small cell carcinoma, epidermoid, nonkeratinizing",alternate
8073,3,"Small cell carcinoma, squamous cell, nonkeratinizing",alternate
8074,2,"Squamous cell carcinoma, spindle cell, in situ",preferred
8074,3,"Squamous cell carcinoma, spindle cell",preferred
8074,3,Sarcomatoid squamous cell carcinoma,alternate
8074,3,Spindle cell epidermoid carcinoma,alternate
8074,3,Spindle cell squamous cell carcinoma,alternate
8074,3,"Squamous cell carcinoma, pseudovascular [2021+]",alternate
8074,3,"Squamous cell carcinoma, sarcomatoid",alternate
8074,3,"Carcinoma, epidermoid, spindle cell",alternate
8074,3,"Carcinoma, squamous cell, pseudovascular [2021+]",alternate
8074,3,"Carcinoma, squamous cell, sarcomatoid",alternate
8074,3,"Carcinoma, squamous cell, spindle cell",alternate
8074,3,"Epidermoid carcinoma, spindle cell",alternate
8074,3,Pseudovascular squamous cell carcinoma [2021+],alternate
8074,3,"Sarcomatoid carcinoma, squamous cell",alternate
8075,2,"Squamous cell carcinoma, adenoid, in situ",preferred
8075,3,"Squamous cell carcinoma, adenoid",preferred
8075,3,Acantholytic squamous cell carcinoma,alternate
8075,3,Adenoid squamous cell carcinoma,alternate
8075,3,"Carcinoma, acantholytic squamous cell",alternate
8075,3,"Carcinoma, adenoid squamous cell",alternate
8075,3,"Carcinoma, pseudoglandular, squamous cell",alternate
8075,3,"Carcinoma, squamous cell, acantholytic",alternate
8075,3,"Carcinoma, squamous cell, adenoid",alternate
8075,3,"Carcinoma, squamous cell, pseudoglandular",alternate
8075,3,Pseudoglandular squamous cell carcinoma,alternate
8075,3,"Squamous cell carcinoma, acantholytic",alternate
8075,3,"Squamous cell carcinoma, pseudoglandular",alternate
8076,2,Squamous cell CIS with questionable stromal invasion (C53._),preferred
8076,2,"Carcinoma in situ, epidermoid with questionable stromal invasion",alternate
8076,2,"Carcinoma in situ, squamous cell with questionable stromal invasion",alternate
8076,2,"Carcinoma, epidermoid in situ with questionable stromal invasion",alternate
8076,2,"Carcinoma, squamous cell, in situ, with questionable stromal invasion",alternate
8076,2,Epidermoid carcinoma in situ with questionable stromal invasion,alternate
8076,2,"In situ carcinoma, epidermoid with questionable stromal invasion",alternate
8076,2,"In situ carcinoma, squamous cell with questionable stromal invasion",alternate
8076,2,In situ epidermoid carcinoma with questionable stromal invasion,alternate
8076,2,In situ squamous cell carcinoma with questionable stromal invasion,alternate
8076,2,"Questionable stromal invasion, epidermoid carcinoma insitu with",alternate
8076,2,"Questionable stromal invasion, squamous cell carcinoma in situ with",alternate
8076,3,"Squamous cell carcinoma, micro-invasive (C53._)",preferred
8076,3,"Carcinoma, microinvasive squamous cell",alternate
8076,3,"Carcinoma, squamous cell, microinvasive",alternate
8076,3,Microinvasive squamous cell carcinoma,alternate
8077,2,"Squamous intraepithelial neoplasia, grade III",preferred
8077,2,AIN III (C21.1) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,"Anal intraepithelial neoplasia, grade III (C21.1) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Cervical intraepithelial neoplasia, grade III (C53._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Dysplasia, squamous, moderate (C34._) [2023+. SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,CIN III with severe dysplasia (C53._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,"Dysplasia, squamous, severe (C34._) [2023+. SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"CIN III, NOS (C53._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,Moderate squamous dysplasia (C34._) [2023+. SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,"Dysplasia, CIN III with severe (C53._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,Severe squamous dysplasia (C34._) [2023+. SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,"Dysplasia, squamous, high grade [REPORTABLE 2021+, EXCLUDING C53._; SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Squamous dysplasia, moderate (C34._) [2023+. SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,Grade III anal intraepithelial neoplasia (C21.1) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,"Squamous dysplasia, severe (C34._) [2023+. SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,Grade III cervical intraepithelial neoplasia (C53._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,Grade III squamous intraepithelial neoplasia [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,Grade III vaginal intraepithelial neoplasia (C52._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,Grade III vulvar intraepithelial neoplasia (C51._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES],alternate
8077,2,"High grade squamous dysplasia [REPORTABLE 2021+, EXCLUDING C53._; SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"High grade squamous intraepithelial lesion [REPORTABLE 2021+, EXCLUDING C53._; SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Intraepithelial neoplasia, grade II, squamous [REPORTABLE 2021+, EXCLUDING C53._; SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Intraepithelial neoplasia, grade III, anal (C21.1) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Intraepithelial neoplasia, grade III, cervical (C53._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Intraepithelial neoplasia, grade III, squamous [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Intraepithelial neoplasia, grade III, vaginal (C52._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Intraepithelial neoplasia, grade III, vulvar (C51._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Neoplasia, anal intraepithelial, grade III (C21.1) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Neoplasia, cervical intraepithelial, grade III (C53._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Neoplasia, squamous intraepithelial, grade II [REPORTABLE 2021+, EXCLUDING C53._; SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Neoplasia, squamous intraepithelial, grade III [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Neoplasia, vaginal intraepithelial, grade III (C52._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
8077,2,"Neoplasia, vulvar intraepithelial, grade III (C51._) [SEE STANDARD SETTER REQUIREMENTS FOR REPORTABLE SITES]",alternate
